 Lines =  lines of LLVM IR generated across all instantiations of the function
 Copies = Number of instantiations of the function (and the percentage of the total). For a generic function
 Function name = Name of function

  Lines         Copies       Function name
      18 (0.1%)     1 (0.1%)  <rodio::source::repeat::Repeat<I> as core::iter::traits::iterator::Iterator>::size_hint
      18 (0.1%)     1 (0.1%)  core::array::<impl core::fmt::Debug for [T; N]>::fmt
      18 (0.1%)     1 (0.1%)  core::panicking::assert_failed
      18 (0.1%)     1 (0.1%)  fabled_audio::mixer::ambisonic_mixer::<impl fabled_audio::clip::raw_clip::RawAmbisonicClip>::buffered
      18 (0.1%)     1 (0.1%)  fabled_audio::mixer::ambisonic_mixer::<impl fabled_audio::clip::raw_clip::RawAmbisonicClip>::repeat
      18 (0.1%)     1 (0.1%)  std::panicking::panic_count::count_is_zero
      17 (0.1%)     1 (0.1%)  <fabled_audio::container::sample_format::SampleFormat as core::convert::From<cpal::samples_formats::SampleFormat>>::from
      17 (0.1%)     1 (0.1%)  alloc::vec::Vec<T,A>::with_capacity_in
      17 (0.1%)     1 (0.1%)  rodio::source::done::Done<I>::new
      17 (0.1%)     1 (0.1%)  rodio::source::speed::speed
      16 (0.1%)     2 (0.2%)  <core::ptr::non_null::NonNull<T> as core::convert::From<&mut T>>::from
      16 (0.1%)     2 (0.2%)  alloc::rc::is_dangling
      16 (0.1%)     2 (0.2%)  alloc::sync::Arc<T>::get_mut_unchecked
      16 (0.1%)     2 (0.2%)  core::mem::align_of_val_raw
      16 (0.1%)     2 (0.2%)  core::mem::size_of_val_raw
      16 (0.1%)     1 (0.1%)  <alloc::alloc::Global as core::alloc::Allocator>::allocate
      16 (0.1%)     1 (0.1%)  <alloc::alloc::Global as core::alloc::Allocator>::allocate_zeroed
      16 (0.1%)     1 (0.1%)  alloc::alloc::dealloc
      16 (0.1%)     1 (0.1%)  alloc::raw_vec::RawVec<T,A>::with_capacity_in
      16 (0.1%)     1 (0.1%)  core::option::Option<T>::is_some
      16 (0.1%)     1 (0.1%)  core::ptr::drop_in_place<rodio::source::buffered::Frame<alloc::boxed::Box<dyn rodio::source::Source+Item = f32+core::marker::Send>>>
      16 (0.1%)     1 (0.1%)  cpal::BufferSize::Fixed
      16 (0.1%)     1 (0.1%)  fabled_audio::container::sample_format::<impl core::convert::From<fabled_audio::container::sample_format::SampleFormat> for hound::SampleFormat>::from
      16 (0.1%)     1 (0.1%)  fabled_audio::container::supported_buffer::SupportedBufferSize::Fixed
      15 (0.0%)     3 (0.3%)  <core::mem::manually_drop::ManuallyDrop<T> as core::ops::deref::Deref>::deref
      15 (0.0%)     1 (0.1%)  <rodio::source::samples_converter::SamplesConverter<I,D> as core::iter::traits::iterator::Iterator>::next
      15 (0.0%)     1 (0.1%)  alloc::vec::Vec<T,A>::as_mut_ptr
      15 (0.0%)     1 (0.1%)  alloc::vec::into_iter::IntoIter<T,A>::as_raw_mut_slice
      15 (0.0%)     1 (0.1%)  core::ptr::drop_in_place<core::option::Option<rodio::conversions::sample::DataConverter<rodio::conversions::channels::ChannelCountConverter<rodio::conversions::sample_rate::SampleRateConverter<rodio::source::uniform::Take<alloc::boxed::Box<dyn rodio::source::Source+Item = f32+core::marker::Send>>>>,f32>>>
      15 (0.0%)     1 (0.1%)  core::ptr::drop_in_place<core::option::Option<rodio::conversions::sample::DataConverter<rodio::conversions::channels::ChannelCountConverter<rodio::conversions::sample_rate::SampleRateConverter<rodio::source::uniform::Take<rodio::source::amplify::Amplify<alloc::boxed::Box<dyn rodio::source::Source+Item = f32+core::marker::Send>>>>>,f32>>>
      15 (0.0%)     1 (0.1%)  core::ptr::drop_in_place<core::option::Option<rodio::conversions::sample::DataConverter<rodio::conversions::channels::ChannelCountConverter<rodio::conversions::sample_rate::SampleRateConverter<rodio::source::uniform::Take<rodio::source::buffered::Buffered<alloc::boxed::Box<dyn rodio::source::Source+Item = f32+core::marker::Send>>>>>,f32>>>
      15 (0.0%)     1 (0.1%)  core::ptr::drop_in_place<core::option::Option<rodio::conversions::sample::DataConverter<rodio::conversions::channels::ChannelCountConverter<rodio::conversions::sample_rate::SampleRateConverter<rodio::source::uniform::Take<rodio::source::delay::Delay<rodio::source::amplify::Amplify<rodio::source::buffered::Buffered<alloc::boxed::Box<dyn rodio::source::Source+Item = f32+core::marker::Send>>>>>>>,f32>>>
      15 (0.0%)     1 (0.1%)  core::ptr::drop_in_place<rodio::source::buffered::FrameData<alloc::boxed::Box<dyn rodio::source::Source+Item = f32+core::marker::Send>>>
      15 (0.0%)     1 (0.1%)  core::ptr::drop_in_place<rodio::source::channel_volume::ChannelVolume<ambisonic::renderer::BstreamStereoRenderer<ambisonic::bmixer::BstreamMixer>>>
      15 (0.0%)     1 (0.1%)  core::ptr::drop_in_place<rodio::source::done::Done<rodio::source::samples_converter::SamplesConverter<rodio::source::periodic::PeriodicAccess<rodio::source::stoppable::Stoppable<rodio::source::amplify::A
 mplify<rodio::source::pausable::Pausable<rodio::source::periodic::PeriodicAccess<rodio::source::spatial::Spatial<ambisonic::renderer::BstreamStereoRenderer<ambisonic::bmixer::BstreamMixer>>,rodio::spatial_sink::SpatialSink::append<a
 mbisonic::renderer::BstreamStereoRenderer<ambisonic::bmixer::BstreamMixer>>::{{closure}}>>>>,rodio::sink::Sink::append<rodio::source::periodic::PeriodicAccess<rodio::source::spatial::Spatial<ambisonic::renderer::BstreamStereoRenderer<ambisonic::bmixer::BstreamMixer>>,rodio::spatial_sink::SpatialSink::append<ambisonic::renderer::BstreamStereoRenderer<ambisonic::bmixer::BstreamMixer>>::{{closure}}>>::{{closure}}>,f32>>>
      15 (0.0%)     1 (0.1%)  core::ptr::drop_in_place<rodio::source::mix::Mix<rodio::source::buffered::Buffered<alloc::boxed::Box<dyn rodio::source::Source+Item = f32+core::marker::Send>>,rodio::source::delay::Delay<rodio::source::amplify::Amplify<rodio::source::buffered::Buffered<alloc::boxed::Box<dyn rodio::source::Source+Item = f32+core::marker::Send>>>>>>
      15 (0.0%)     1 (0.1%)  core::ptr::drop_in_place<rodio::source::periodic::PeriodicAccess<rodio::source::spatial::Spatial<ambisonic::renderer::BstreamStereoRenderer<ambisonic::bmixer::BstreamMixer>>,rodio::spatial_sink::SpatialSink::append<ambisonic::renderer::BstreamStereoRenderer<ambisonic::bmixer::BstreamMixer>>::{{closure}}>>
      15 (0.0%)     1 (0.1%)  core::ptr::drop_in_place<rodio::source::periodic::PeriodicAccess<rodio::source::stoppable::Stoppable<rodio::source::amplify::Amplify<rodio::source::pausable::Pausable<rodio::source::periodic::PeriodicAcc
 ess<rodio::source::spatial::Spatial<ambisonic::renderer::BstreamStereoRenderer<ambisonic::bmixer::BstreamMixer>>,rodio::spatial_sink::SpatialSink::append<ambisonic::renderer::BstreamStereoRenderer<ambisonic::bmixer::BstreamMixer>>::
 {{closure}}>>>>,rodio::sink::Sink::append<rodio::source::periodic::PeriodicAccess<rodio::source::spatial::Spatial<ambisonic::renderer::BstreamStereoRenderer<ambisonic::bmixer::BstreamMixer>>,rodio::spatial_sink::SpatialSink::append<ambisonic::renderer::BstreamStereoRenderer<ambisonic::bmixer::BstreamMixer>>::{{closure}}>>::{{closure}}>>
      15 (0.0%)     1 (0.1%)  core::ptr::drop_in_place<rodio::source::repeat::Repeat<alloc::boxed::Box<dyn rodio::source::Source+Item = f32+core::marker::Send>>>
      15 (0.0%)     1 (0.1%)  core::ptr::drop_in_place<rodio::spatial_sink::SpatialSink>
      15 (0.0%)     1 (0.1%)  core::ptr::drop_in_place<std::sync::mutex::Mutex<alloc::sync::Arc<rodio::source::buffered::Frame<alloc::boxed::Box<dyn rodio::source::Source+Item = f32+core::marker::Send>>>>>
      15 (0.0%)     1 (0.1%)  core::ptr::drop_in_place<std::sync::mutex::Mutex<core::option::Option<alloc::boxed::Box<dyn rodio::source::Source+Item = f32+core::marker::Send>>>>
      15 (0.0%)     1 (0.1%)  core::ptr::slice_from_raw_parts_mut
      15 (0.0%)     1 (0.1%)  core::slice::index::<impl core::ops::index::Index<I> for [T]>::index
      15 (0.0%)     1 (0.1%)  core::sync::atomic::AtomicBool::new
      15 (0.0%)     1 (0.1%)  core::sync::atomic::AtomicUsize::fetch_add
      15 (0.0%)     1 (0.1%)  core::sync::atomic::AtomicUsize::fetch_sub
      15 (0.0%)     1 (0.1%)  fabled_audio::container::sample_format::SampleFormat::sample_size
      15 (0.0%)     1 (0.1%)  rodio::source::Source::fade_in
      15 (0.0%)     1 (0.1%)  rodio::source::Source::take_duration
      15 (0.0%)     1 (0.1%)  std::f32::<impl f32>::signum
      14 (0.0%)     2 (0.2%)  <rodio::source::delay::Delay<I> as rodio::source::Source>::channels
      14 (0.0%)     2 (0.2%)  <rodio::source::delay::Delay<I> as rodio::source::Source>::sample_rate
      14 (0.0%)     2 (0.2%)  <rodio::source::periodic::PeriodicAccess<I,F> as core::iter::traits::iterator::Iterator>::size_hint
      14 (0.0%)     2 (0.2%)  <rodio::source::periodic::PeriodicAccess<I,F> as rodio::source::Source>::channels
      14 (0.0%)     2 (0.2%)  <rodio::source::periodic::PeriodicAccess<I,F> as rodio::source::Source>::sample_rate
      14 (0.0%)     2 (0.2%)  <rodio::source::periodic::PeriodicAccess<I,F> as rodio::source::Source>::total_duration
      14 (0.0%)     2 (0.2%)  alloc::sync::Arc<T>::from_inner
      14 (0.0%)     1 (0.1%)  <alloc::vec::Vec<T,A> as core::ops::drop::Drop>::drop
      14 (0.0%)     1 (0.1%)  core::intrinsics::write_bytes
      14 (0.0%)     1 (0.1%)  core::ptr::drop_in_place<alloc::vec::Vec<fabled_audio::config::output_config::OutputConfig>>
      14 (0.0%)     1 (0.1%)  rodio::source::channel_volume::ChannelVolume<I>::set_volume
      13 (0.0%)     1 (0.1%)  <alloc::boxed::Box<dyn rodio::source::Source+Item = S+core::marker::Send> as rodio::source::Source>::total_duration
      13 (0.0%)     1 (0.1%)  <ambisonic::bmixer::BstreamMixer as rodio::source::Source>::current_frame_len
      13 (0.0%)     1 (0.1%)  <fabled_audio::container::audio_spec::AudioSpecification as core::default::Default>::default
      13 (0.0%)     1 (0.1%)  <rodio::source::fadein::FadeIn<I> as core::iter::traits::iterator::Iterator>::next::{{closure}}
      13 (0.0%)     1 (0.1%)  alloc::alloc::alloc
      13 (0.0%)     1 (0.1%)  alloc::alloc::alloc_zeroed
      13 (0.0%)     1 (0.1%)  core::array::<impl core::ops::index::Index<I> for [T; N]>::index
      13 (0.0%)     1 (0.1%)  core::sync::atomic::AtomicBool::load
      13 (0.0%)     1 (0.1%)  core::time::Duration::as_millis
      13 (0.0%)     1 (0.1%)  rodio::source::Source::mix
      12 (0.0%)     2 (0.2%)  core::mem::drop
      12 (0.0%)     2 (0.2%)  core::ptr::unique::Unique<T>::as_ref
      12 (0.0%)     1 (0.1%)  <rodio::source::speed::Speed<I> as rodio::source::Source>::sample_rate
      12 (0.0%)     1 (0.1%)  core::f32::<impl f32>::min
      12 (0.0%)     1 (0.1%)  core::num::<impl u32>::saturating_sub
      12 (0.0%)     1 (0.1%)  core::num::<impl usize>::saturating_add
      12 (0.0%)     1 (0.1%)  core::num::<impl usize>::saturating_sub
      12 (0.0%)     1 (0.1%)  core::ptr::const_ptr::<impl *const T>::offset
      12 (0.0%)     1 (0.1%)  core::ptr::drop_in_place<hound::Error>
      12 (0.0%)     1 (0.1%)  core::ptr::mut_ptr::<impl *mut T>::write_bytes
      12 (0.0%)     1 (0.1%)  core::sync::atomic::AtomicUsize::load
      12 (0.0%)     1 (0.1%)  fabled_audio::clip::audio_clip::<impl core::convert::From<fabled_audio::clip::audio_clip::AudioClip<f32>> for fabled_audio::clip::raw_clip::RawAmbisonicClip>::from
      12 (0.0%)     1 (0.1%)  fabled_audio::source::spatial_source::SpatialAmbisonicSource::set_velocity
      12 (0.0%)     1 (0.1%)  rodio::source::Source::low_pass
      12 (0.0%)     1 (0.1%)  rodio::source::Source::pausable
      12 (0.0%)     1 (0.1%)  rodio::source::Source::speed
      12 (0.0%)     1 (0.1%)  rodio::source::stoppable::stoppable
      12 (0.0%)     1 (0.1%)  rodio::spatial_sink::SpatialSink::append<ambisonic::renderer::BstreamStereoRenderer<ambisonic::bmixer::BstreamMixer>>::{closure#0}]>>>>, [closure@rodio::sink::Sink::append<rodio::source::periodic::Period
 icAccess<rodio::source::spatial::Spatial<ambisonic::renderer::BstreamStereoRenderer<ambisonic::bmixer::BstreamMixer>>, [closure@rodio::spatial_sink::SpatialSink::append<ambisonic::renderer::BstreamStereoRenderer<ambisonic::bmixer::BstreamMixer>>::{closure#0}]>>::{closure#0}]>, f32>>"* @"_ZN5alloc5boxed12Box$LT$T$GT$3new17h4f771819c502f9fbE
      12 (0.0%)     1 (0.1%)  std::f32::<impl f32>::copysign
      11 (0.0%)     1 (0.1%)  <ambisonic::renderer::BstreamStereoRenderer<I> as rodio::source::Source>::current_frame_len
      11 (0.0%)     1 (0.1%)  <core::ops::range::RangeFull as core::slice::index::SliceIndex<[T]>>::index
      11 (0.0%)     1 (0.1%)  <fabled_audio::clip::audio_clip::AudioClip<D> as core::iter::traits::iterator::Iterator>::next
      11 (0.0%)     1 (0.1%)  <fabled_audio::clip::audio_clip::AudioClip<D> as rodio::source::Source>::current_frame_len
      11 (0.0%)     1 (0.1%)  <rodio::source::blt::BltFilter<I> as rodio::source::Source>::current_frame_len
      11 (0.0%)     1 (0.1%)  <rodio::source::channel_volume::ChannelVolume<I> as rodio::source::Source>::current_frame_len
      11 (0.0%)     1 (0.1%)  <rodio::source::done::Done<I> as rodio::source::Source>::current_frame_len
      11 (0.0%)     1 (0.1%)  <rodio::source::fadein::FadeIn<I> as rodio::source::Source>::current_frame_len
      11 (0.0%)     1 (0.1%)  <rodio::source::pausable::Pausable<I> as rodio::source::Source>::current_frame_len
      11 (0.0%)     1 (0.1%)  <rodio::source::samples_converter::SamplesConverter<I,D> as rodio::source::Source>::current_frame_len
      11 (0.0%)     1 (0.1%)  <rodio::source::spatial::Spatial<I> as core::iter::traits::iterator::Iterator>::next
      11 (0.0%)     1 (0.1%)  <rodio::source::spatial::Spatial<I> as rodio::source::Source>::current_frame_len
      11 (0.0%)     1 (0.1%)  <rodio::source::speed::Speed<I> as core::iter::traits::iterator::Iterator>::next
      11 (0.0%)     1 (0.1%)  <rodio::source::speed::Speed<I> as rodio::source::Source>::current_frame_len
      11 (0.0%)     1 (0.1%)  <rodio::source::stoppable::Stoppable<I> as rodio::source::Source>::current_frame_len
      11 (0.0%)     1 (0.1%)  <rodio::source::take::TakeDuration<I> as rodio::source::Source>::current_frame_len::{{closure}}
      11 (0.0%)     1 (0.1%)  core::mem::forget
      11 (0.0%)     1 (0.1%)  core::sync::atomic::AtomicUsize::new
      11 (0.0%)     1 (0.1%)  rodio::source::take::TakeDuration<I>::clear_filter
      11 (0.0%)     1 (0.1%)  rodio::source::take::TakeDuration<I>::set_filter_fadeout
      10 (0.0%)     2 (0.2%)  core::iter::traits::iterator::Iterator::max_by::fold
      10 (0.0%)     2 (0.2%)  core::ptr::invalid_mut
      10 (0.0%)     2 (0.2%)  core::ptr::non_null::NonNull<T>::as_ptr
      10 (0.0%)     1 (0.1%)  <&u8 as core::ops::bit::BitAnd<u8>>::bitand
      10 (0.0%)     1 (0.1%)  <fabled_audio::container::supported_buffer::SupportedBufferSize as core::default::Default>::default
      10 (0.0%)     1 (0.1%)  alloc::vec::Vec<T>::new
      10 (0.0%)     1 (0.1%)  core::alloc::layout::Layout::align
      10 (0.0%)     1 (0.1%)  core::alloc::layout::Layout::dangling
      10 (0.0%)     1 (0.1%)  core::mem::valid_align::ValidAlign::as_nonzero
      10 (0.0%)     1 (0.1%)  core::ptr::non_null::NonNull<T>::dangling
      10 (0.0%)     1 (0.1%)  fabled_audio::source::ambisonic_output::AmbisonicOutput::set_global_volume
      10 (0.0%)     1 (0.1%)  fabled_audio::source::spatial_source::SpatialAmbisonicSource::new
      10 (0.0%)     1 (0.1%)  fabled_audio::source::spatial_source::SpatialAmbisonicSource::set_doppler
      10 (0.0%)     1 (0.1%)  rodio::source::samples_converter::SamplesConverter<I,D>::new
      10 (0.0%)     1 (0.1%)  rodio::spatial_sink::SpatialSink::set_volume
      10 (0.0%)     1 (0.1%)  std::sync::poison::Flag::get
       9 (0.0%)     1 (0.1%)  <ambisonic::bmixer::BstreamMixer as rodio::source::Source>::sample_rate
       9 (0.0%)     1 (0.1%)  <fabled_audio::codecs::encode::waveform::WavWriter as core::default::Default>::default
       9 (0.0%)     1 (0.1%)  <fabled_audio::error::decoder_error::AudioDecodingError as core::convert::From<std::io::error::Error>>::from
       9 (0.0%)     1 (0.1%)  <fabled_audio::error::encoder_error::AudioEncodingError as core::convert::From<std::io::error::Error>>::from
       9 (0.0%)     1 (0.1%)  <fabled_audio::source::ambisonic_output::AmbisonicOutput as core::default::Default>::default
       9 (0.0%)     1 (0.1%)  core::mem::maybe_uninit::MaybeUninit<T>::zeroed
       9 (0.0%)     1 (0.1%)  core::ptr::mut_ptr::<impl *mut T>::is_null
       9 (0.0%)     1 (0.1%)  core::ptr::unique::Unique<T>::new_unchecked
       9 (0.0%)     1 (0.1%)  rodio::source::Source::buffered
       9 (0.0%)     1 (0.1%)  rodio::source::Source::repeat_infinite
       9 (0.0%)     1 (0.1%)  rodio::source::amplify::Amplify<I>::set_factor
       9 (0.0%)     1 (0.1%)  std::f32::<impl f32>::sqrt
       8 (0.0%)     1 (0.1%)  <f32 as rodio::conversions::sample::Sample>::amplify
       8 (0.0%)     1 (0.1%)  <f32 as rodio::conversions::sample::Sample>::saturating_add
       8 (0.0%)     1 (0.1%)  <fabled_audio::clip::audio_clip::AudioClip<D> as rodio::source::Source>::total_duration
       8 (0.0%)     1 (0.1%)  <rodio::source::buffered::Buffered<I> as rodio::source::Source>::total_duration
       8 (0.0%)     1 (0.1%)  <rodio::source::channel_volume::ChannelVolume<I> as rodio::source::Source>::channels
       8 (0.0%)     1 (0.1%)  <rodio::source::samples_converter::SamplesConverter<I,D> as core::iter::traits::iterator::Iterator>::next::{{closure}}
       8 (0.0%)     1 (0.1%)  <u8 as core::ops::bit::BitAnd>::bitand
       8 (0.0%)     1 (0.1%)  alloc::raw_vec::RawVec<T,A>::ptr
       8 (0.0%)     1 (0.1%)  core::mem::valid_align::ValidAlign::new_unchecked
       8 (0.0%)     1 (0.1%)  core::num::<impl usize>::wrapping_sub
       8 (0.0%)     1 (0.1%)  core::ptr::non_null::NonNull<T>::new_unchecked
       8 (0.0%)     1 (0.1%)  rodio::source::Source::convert_samples
       8 (0.0%)     1 (0.1%)  rodio::source::Source::stoppable
       8 (0.0%)     1 (0.1%)  std::sys::windows::locks::mutex::Mutex::lock
       8 (0.0%)     1 (0.1%)  std::sys::windows::locks::mutex::Mutex::unlock
       7 (0.0%)     1 (0.1%)  <&mut I as core::iter::traits::exact_size::ExactSizeIterator>::len
       7 (0.0%)     1 (0.1%)  <alloc::sync::Arc<T> as core::ops::deref::Deref>::deref
       7 (0.0%)     1 (0.1%)  <ambisonic::renderer::BstreamStereoRenderer<I> as rodio::source::Source>::sample_rate
       7 (0.0%)     1 (0.1%)  <ambisonic::renderer::BstreamStereoRenderer<I> as rodio::source::Source>::total_duration
       7 (0.0%)     1 (0.1%)  <core::ptr::unique::Unique<T> as core::convert::From<core::ptr::non_null::NonNull<T>>>::from
       7 (0.0%)     1 (0.1%)  <rodio::source::blt::BltFilter<I> as core::iter::traits::iterator::Iterator>::size_hint
       7 (0.0%)     1 (0.1%)  <rodio::source::blt::BltFilter<I> as rodio::source::Source>::channels
       7 (0.0%)     1 (0.1%)  <rodio::source::blt::BltFilter<I> as rodio::source::Source>::sample_rate
       7 (0.0%)     1 (0.1%)  <rodio::source::blt::BltFilter<I> as rodio::source::Source>::total_duration
       7 (0.0%)     1 (0.1%)  <rodio::source::channel_volume::ChannelVolume<I> as core::iter::traits::iterator::Iterator>::size_hint
       7 (0.0%)     1 (0.1%)  <rodio::source::channel_volume::ChannelVolume<I> as rodio::source::Source>::sample_rate
       7 (0.0%)     1 (0.1%)  <rodio::source::channel_volume::ChannelVolume<I> as rodio::source::Source>::total_duration
       7 (0.0%)     1 (0.1%)  <rodio::source::done::Done<I> as core::iter::traits::iterator::Iterator>::size_hint
       7 (0.0%)     1 (0.1%)  <rodio::source::done::Done<I> as rodio::source::Source>::channels
       7 (0.0%)     1 (0.1%)  <rodio::source::done::Done<I> as rodio::source::Source>::sample_rate
       7 (0.0%)     1 (0.1%)  <rodio::source::done::Done<I> as rodio::source::Source>::total_duration
       7 (0.0%)     1 (0.1%)  <rodio::source::fadein::FadeIn<I> as core::iter::traits::iterator::Iterator>::size_hint
       7 (0.0%)     1 (0.1%)  <rodio::source::fadein::FadeIn<I> as rodio::source::Source>::channels
       7 (0.0%)     1 (0.1%)  <rodio::source::fadein::FadeIn<I> as rodio::source::Source>::sample_rate
       7 (0.0%)     1 (0.1%)  <rodio::source::fadein::FadeIn<I> as rodio::source::Source>::total_duration
       7 (0.0%)     1 (0.1%)  <rodio::source::mix::Mix<I1,I2> as rodio::source::Source>::channels
       7 (0.0%)     1 (0.1%)  <rodio::source::mix::Mix<I1,I2> as rodio::source::Source>::sample_rate
       7 (0.0%)     1 (0.1%)  <rodio::source::pausable::Pausable<I> as core::iter::traits::iterator::Iterator>::size_hint
       7 (0.0%)     1 (0.1%)  <rodio::source::pausable::Pausable<I> as rodio::source::Source>::channels
       7 (0.0%)     1 (0.1%)  <rodio::source::pausable::Pausable<I> as rodio::source::Source>::sample_rate
       7 (0.0%)     1 (0.1%)  <rodio::source::pausable::Pausable<I> as rodio::source::Source>::total_duration
       7 (0.0%)     1 (0.1%)  <rodio::source::samples_converter::SamplesConverter<I,D> as core::iter::traits::iterator::Iterator>::size_hint
       7 (0.0%)     1 (0.1%)  <rodio::source::samples_converter::SamplesConverter<I,D> as rodio::source::Source>::channels
       7 (0.0%)     1 (0.1%)  <rodio::source::samples_converter::SamplesConverter<I,D> as rodio::source::Source>::sample_rate
       7 (0.0%)     1 (0.1%)  <rodio::source::samples_converter::SamplesConverter<I,D> as rodio::source::Source>::total_duration
       7 (0.0%)     1 (0.1%)  <rodio::source::spatial::Spatial<I> as core::iter::traits::iterator::Iterator>::size_hint
       7 (0.0%)     1 (0.1%)  <rodio::source::spatial::Spatial<I> as rodio::source::Source>::channels
       7 (0.0%)     1 (0.1%)  <rodio::source::spatial::Spatial<I> as rodio::source::Source>::sample_rate
       7 (0.0%)     1 (0.1%)  <rodio::source::spatial::Spatial<I> as rodio::source::Source>::total_duration
       7 (0.0%)     1 (0.1%)  <rodio::source::speed::Speed<I> as core::iter::traits::iterator::Iterator>::size_hint
       7 (0.0%)     1 (0.1%)  <rodio::source::speed::Speed<I> as rodio::source::Source>::channels
       7 (0.0%)     1 (0.1%)  <rodio::source::stoppable::Stoppable<I> as core::iter::traits::iterator::Iterator>::size_hint
       7 (0.0%)     1 (0.1%)  <rodio::source::stoppable::Stoppable<I> as rodio::source::Source>::channels
       7 (0.0%)     1 (0.1%)  <rodio::source::stoppable::Stoppable<I> as rodio::source::Source>::sample_rate
       7 (0.0%)     1 (0.1%)  <rodio::source::stoppable::Stoppable<I> as rodio::source::Source>::total_duration
       7 (0.0%)     1 (0.1%)  <rodio::source::take::TakeDuration<I> as rodio::source::Source>::channels
       7 (0.0%)     1 (0.1%)  <rodio::source::take::TakeDuration<I> as rodio::source::Source>::sample_rate
       7 (0.0%)     1 (0.1%)  alloc::vec::Vec<T,A>::allocator
       7 (0.0%)     1 (0.1%)  core::num::nonzero::NonZeroUsize::new_unchecked
       7 (0.0%)     1 (0.1%)  core::option::Option<T>::is_none
       7 (0.0%)     1 (0.1%)  core::ptr::drop_in_place<ambisonic::bstream::SoundController>
       7 (0.0%)     1 (0.1%)  core::ptr::drop_in_place<fabled_audio::clip::audio_clip::AudioClip<f32>>
       7 (0.0%)     1 (0.1%)  core::ptr::drop_in_place<fabled_audio::config::output_config::OutputConfig>
       7 (0.0%)     1 (0.1%)  core::ptr::drop_in_place<rodio::conversions::channels::ChannelCountConverter<rodio::conversions::sample_rate::SampleRateConverter<rodio::source::uniform::Take<alloc::boxed::Box<dyn rodio::source::Source+Item = f32+core::marker::Send>>>>>
       7 (0.0%)     1 (0.1%)  core::ptr::drop_in_place<rodio::conversions::channels::ChannelCountConverter<rodio::conversions::sample_rate::SampleRateConverter<rodio::source::uniform::Take<rodio::source::amplify::Amplify<alloc::boxed::Box<dyn rodio::source::Source+Item = f32+core::marker::Send>>>>>>
       7 (0.0%)     1 (0.1%)  core::ptr::drop_in_place<rodio::conversions::channels::ChannelCountConverter<rodio::conversions::sample_rate::SampleRateConverter<rodio::source::uniform::Take<rodio::source::buffered::Buffered<alloc::boxed::Box<dyn rodio::source::Source+Item = f32+core::marker::Send>>>>>>
       7 (0.0%)     1 (0.1%)  core::ptr::drop_in_place<rodio::conversions::channels::ChannelCountConverter<rodio::conversions::sample_rate::SampleRateConverter<rodio::source::uniform::Take<rodio::source::delay::Delay<rodio::source::amplify::Amplify<rodio::source::buffered::Buffered<alloc::boxed::Box<dyn rodio::source::Source+Item = f32+core::marker::Send>>>>>>>>
       7 (0.0%)     1 (0.1%)  core::ptr::drop_in_place<rodio::conversions::sample::DataConverter<rodio::conversions::channels::ChannelCountConverter<rodio::conversions::sample_rate::SampleRateConverter<rodio::source::uniform::Take<alloc::boxed::Box<dyn rodio::source::Source+Item = f32+core::marker::Send>>>>,f32>>
       7 (0.0%)     1 (0.1%)  core::ptr::drop_in_place<rodio::conversions::sample::DataConverter<rodio::conversions::channels::ChannelCountConverter<rodio::conversions::sample_rate::SampleRateConverter<rodio::source::uniform::Take<rodio::source::amplify::Amplify<alloc::boxed::Box<dyn rodio::source::Source+Item = f32+core::marker::Send>>>>>,f32>>
       7 (0.0%)     1 (0.1%)  core::ptr::drop_in_place<rodio::conversions::sample::DataConverter<rodio::conversions::channels::ChannelCountConverter<rodio::conversions::sample_rate::SampleRateConverter<rodio::source::uniform::Take<rodio::source::buffered::Buffered<alloc::boxed::Box<dyn rodio::source::Source+Item = f32+core::marker::Send>>>>>,f32>>
       7 (0.0%)     1 (0.1%)  core::ptr::drop_in_place<rodio::conversions::sample::DataConverter<rodio::conversions::channels::ChannelCountConverter<rodio::conversions::sample_rate::SampleRateConverter<rodio::source::uniform::Take<rodio::source::delay::Delay<rodio::source::amplify::Amplify<rodio::source::buffered::Buffered<alloc::boxed::Box<dyn rodio::source::Source+Item = f32+core::marker::Send>>>>>>>,f32>>
       7 (0.0%)     1 (0.1%)  core::ptr::drop_in_place<rodio::source::amplify::Amplify<alloc::boxed::Box<dyn rodio::source::Source+Item = f32+core::marker::Send>>>
       7 (0.0%)     1 (0.1%)  core::ptr::drop_in_place<rodio::source::amplify::Amplify<rodio::source::buffered::Buffered<alloc::boxed::Box<dyn rodio::source::Source+Item = f32+core::marker::Send>>>>
       7 (0.0%)     1 (0.1%)  core::ptr::drop_in_place<rodio::source::amplify::Amplify<rodio::source::pausable::Pausable<rodio::source::periodic::PeriodicAccess<rodio::source::spatial::Spatial<ambisonic::renderer::BstreamStereoRenderer<ambisonic::bmixer::BstreamMixer>>,rodio::spatial_sink::SpatialSink::append<ambisonic::renderer::BstreamStereoRenderer<ambisonic::bmixer::BstreamMixer>>::{{closure}}>>>>
       7 (0.0%)     1 (0.1%)  core::ptr::drop_in_place<rodio::source::blt::BltFilter<alloc::boxed::Box<dyn rodio::source::Source+Item = f32+core::marker::Send>>>
       7 (0.0%)     1 (0.1%)  core::ptr::drop_in_place<rodio::source::buffered::Buffered<alloc::boxed::Box<dyn rodio::source::Source+Item = f32+core::marker::Send>>>
